Zip|IncomeRange|NumberOfReturns
14441|$25,000 under $50,000|60
14478|$75,000 under $100,000|60
14480|$100,000 under $200,000|60
14506|$75,000 under $100,000|60
14513|$200,000 or more|60
14555|$50,000 under $75,000|60
14555|$75,000 under $100,000|60
14571|$75,000 under $100,000|60
14614|$25,000 under $50,000|60
14711|$75,000 under $100,000|60
14714|$1 under $25,000|60
14723|$75,000 under $100,000|60
14726|$50,000 under $75,000|60
14728|$50,000 under $75,000|60
14736|$25,000 under $50,000|60
14740|$100,000 under $200,000|60
14744|$100,000 under $200,000|60
14744|$75,000 under $100,000|60
14754|$50,000 under $75,000|60
14769|$50,000 under $75,000|60
14815|$50,000 under $75,000|60
14825|$50,000 under $75,000|60
14836|$100,000 under $200,000|60
14836|$75,000 under $100,000|60
14841|$50,000 under $75,000|60
14842|$50,000 under $75,000|60
14855|$50,000 under $75,000|60
14860|$100,000 under $200,000|60
14861|$100,000 under $200,000|60
14861|$75,000 under $100,000|60
14864|$100,000 under $200,000|60
14877|$25,000 under $50,000|60
14884|$1 under $25,000|60
14892|$200,000 or more|60
14894|$75,000 under $100,000|60
14898|$100,000 under $200,000|60
10162|$50,000 under $75,000|50
10452|$200,000 or more|50
10458|$200,000 or more|50
10505|$75,000 under $100,000|50
10535|$50,000 under $75,000|50
10537|$200,000 or more|50
10546|$25,000 under $50,000|50
10546|$75,000 under $100,000|50
10578|$200,000 or more|50
10963|$200,000 or more|50
10975|$50,000 under $75,000|50
10985|$1 under $25,000|50
11575|$200,000 or more|50
11765|$25,000 under $50,000|50
11957|$25,000 under $50,000|50
11957|$50,000 under $75,000|50
12008|$25,000 under $50,000|50
12017|$1 under $25,000|50
12017|$25,000 under $50,000|50
12022|$75,000 under $100,000|50
12041|$25,000 under $50,000|50
12046|$50,000 under $75,000|50
12051|$200,000 or more|50
12056|$200,000 or more|50
12060|$200,000 or more|50
12063|$25,000 under $50,000|50
12071|$1 under $25,000|50
12074|$200,000 or more|50
12083|$200,000 or more|50
12085|$1 under $25,000|50
12090|$200,000 or more|50
12092|$75,000 under $100,000|50
12125|$75,000 under $100,000|50
12136|$75,000 under $100,000|50
12139|$1 under $25,000|50
12147|$50,000 under $75,000|50
12147|$75,000 under $100,000|50
12150|$75,000 under $100,000|50
12153|$75,000 under $100,000|50
12154|$200,000 or more|50
12164|$100,000 under $200,000|50
12164|$25,000 under $50,000|50
12175|$50,000 under $75,000|50
12175|$75,000 under $100,000|50
12405|$100,000 under $200,000|50
12405|$50,000 under $75,000|50
12406|$50,000 under $75,000|50
12407|$1 under $25,000|50
12407|$25,000 under $50,000|50
12409|$200,000 or more|50
12409|$75,000 under $100,000|50
12412|$25,000 under $50,000|50
12412|$50,000 under $75,000|50
12421|$1 under $25,000|50
12422|$1 under $25,000|50
12423|$75,000 under $100,000|50
12433|$100,000 under $200,000|50
12434|$50,000 under $75,000|50
12435|$50,000 under $75,000|50
12440|$200,000 or more|50
12442|$75,000 under $100,000|50
12460|$1 under $25,000|50
12464|$75,000 under $100,000|50
12469|$50,000 under $75,000|50
12473|$75,000 under $100,000|50
12474|$75,000 under $100,000|50
12480|$50,000 under $75,000|50
12485|$75,000 under $100,000|50
12491|$200,000 or more|50
12494|$50,000 under $75,000|50
12495|$1 under $25,000|50
12522|$200,000 or more|50
12583|$200,000 or more|50
12734|$100,000 under $200,000|50
12734|$75,000 under $100,000|50
12741|$1 under $25,000|50
12742|$1 under $25,000|50
12743|$1 under $25,000|50
12746|$75,000 under $100,000|50
12752|$25,000 under $50,000|50
12754|$200,000 or more|50
12759|$100,000 under $200,000|50
12765|$75,000 under $100,000|50
12768|$75,000 under $100,000|50
12777|$50,000 under $75,000|50
12787|$25,000 under $50,000|50
12791|$50,000 under $75,000|50
12810|$50,000 under $75,000|50
12824|$75,000 under $100,000|50
12836|$100,000 under $200,000|50
12839|$200,000 or more|50
12863|$75,000 under $100,000|50
12873|$75,000 under $100,000|50
12878|$50,000 under $75,000|50
12917|$100,000 under $200,000|50
12923|$50,000 under $75,000|50
12923|$75,000 under $100,000|50
12932|$75,000 under $100,000|50
12934|$75,000 under $100,000|50
12943|$25,000 under $50,000|50
12943|$50,000 under $75,000|50
12945|$100,000 under $200,000|50
12956|$100,000 under $200,000|50
12961|$25,000 under $50,000|50
12967|$100,000 under $200,000|50
12967|$75,000 under $100,000|50
12970|$1 under $25,000|50
12970|$25,000 under $50,000|50
12970|$50,000 under $75,000|50
12978|$1 under $25,000|50
12978|$25,000 under $50,000|50
12980|$75,000 under $100,000|50
12986|$200,000 or more|50
12997|$75,000 under $100,000|50
13071|$75,000 under $100,000|50
13073|$200,000 or more|50
13082|$200,000 or more|50
13110|$200,000 or more|50
13114|$200,000 or more|50
13116|$200,000 or more|50
13141|$100,000 under $200,000|50
13141|$50,000 under $75,000|50
13144|$100,000 under $200,000|50
13155|$50,000 under $75,000|50
13164|$200,000 or more|50
13165|$200,000 or more|50
13206|$200,000 or more|50
13314|$25,000 under $50,000|50
13322|$75,000 under $100,000|50
13325|$100,000 under $200,000|50
13328|$75,000 under $100,000|50
13334|$75,000 under $100,000|50
13337|$100,000 under $200,000|50
13337|$50,000 under $75,000|50
13350|$200,000 or more|50
13355|$100,000 under $200,000|50
13360|$50,000 under $75,000|50
13368|$100,000 under $200,000|50
13368|$75,000 under $100,000|50
13428|$75,000 under $100,000|50
13433|$100,000 under $200,000|50
13437|$25,000 under $50,000|50
13461|$200,000 or more|50
13469|$75,000 under $100,000|50
13470|$50,000 under $75,000|50
13483|$25,000 under $50,000|50
13485|$100,000 under $200,000|50
13486|$100,000 under $200,000|50
13488|$1 under $25,000|50
13616|$75,000 under $100,000|50
13621|$50,000 under $75,000|50
13630|$100,000 under $200,000|50
13635|$75,000 under $100,000|50
13638|$25,000 under $50,000|50
13642|$200,000 or more|50
13659|$50,000 under $75,000|50
13664|$100,000 under $200,000|50
13670|$1 under $25,000|50
13680|$100,000 under $200,000|50
13680|$75,000 under $100,000|50
13682|$75,000 under $100,000|50
13685|$200,000 or more|50
13690|$100,000 under $200,000|50
13693|$100,000 under $200,000|50
13739|$100,000 under $200,000|50
13740|$100,000 under $200,000|50
13757|$75,000 under $100,000|50
13776|$50,000 under $75,000|50
13777|$100,000 under $200,000|50
13777|$50,000 under $75,000|50
13778|$200,000 or more|50
13780|$100,000 under $200,000|50
13782|$50,000 under $75,000|50
13786|$1 under $25,000|50
13786|$50,000 under $75,000|50
13804|$1 under $25,000|50
13804|$50,000 under $75,000|50
13813|$100,000 under $200,000|50
13813|$50,000 under $75,000|50
13839|$100,000 under $200,000|50
13842|$1 under $25,000|50
13846|$1 under $25,000|50
13861|$100,000 under $200,000|50
13861|$50,000 under $75,000|50
13861|$75,000 under $100,000|50
13864|$100,000 under $200,000|50
13864|$75,000 under $100,000|50
13904|$200,000 or more|50
14026|$75,000 under $100,000|50
14033|$200,000 or more|50
14036|$200,000 or more|50
14066|$100,000 under $200,000|50
14066|$75,000 under $100,000|50
14069|$75,000 under $100,000|50
14082|$50,000 under $75,000|50
14091|$75,000 under $100,000|50
14108|$200,000 or more|50
14113|$75,000 under $100,000|50
14132|$200,000 or more|50
14134|$1 under $25,000|50
14170|$200,000 or more|50
14172|$200,000 or more|50
14219|$200,000 or more|50
14411|$200,000 or more|50
14418|$75,000 under $100,000|50
14437|$200,000 or more|50
14441|$1 under $25,000|50
14445|$200,000 or more|50
14464|$200,000 or more|50
14475|$100,000 under $200,000|50
14475|$25,000 under $50,000|50
14485|$200,000 or more|50
14486|$1 under $25,000|50
14486|$50,000 under $75,000|50
14536|$50,000 under $75,000|50
14569|$200,000 or more|50
14585|$25,000 under $50,000|50
14605|$75,000 under $100,000|50
14606|$200,000 or more|50
14614|$50,000 under $75,000|50
14717|$50,000 under $75,000|50
14723|$100,000 under $200,000|50
14728|$75,000 under $100,000|50
14729|$75,000 under $100,000|50
14731|$200,000 or more|50
14802|$50,000 under $75,000|50
14803|$75,000 under $100,000|50
14805|$75,000 under $100,000|50
14810|$200,000 or more|50
14816|$100,000 under $200,000|50
14816|$50,000 under $75,000|50
14820|$50,000 under $75,000|50
14822|$75,000 under $100,000|50
14824|$50,000 under $75,000|50
14839|$50,000 under $75,000|50
14842|$100,000 under $200,000|50
14846|$50,000 under $75,000|50
14859|$100,000 under $200,000|50
14859|$75,000 under $100,000|50
14860|$75,000 under $100,000|50
14864|$75,000 under $100,000|50
14877|$50,000 under $75,000|50
14884|$50,000 under $75,000|50
14885|$50,000 under $75,000|50
14897|$50,000 under $75,000|50
14898|$75,000 under $100,000|50
10162|$25,000 under $50,000|40
10453|$200,000 or more|40
10454|$200,000 or more|40
10457|$200,000 or more|40
10460|$200,000 or more|40
10527|$25,000 under $50,000|40
10527|$50,000 under $75,000|40
10535|$75,000 under $100,000|40
10578|$75,000 under $100,000|40
10597|$25,000 under $50,000|40
10919|$200,000 or more|40
10969|$200,000 or more|40
10975|$1 under $25,000|40
10975|$25,000 under $50,000|40
10985|$100,000 under $200,000|40
10985|$50,000 under $75,000|40
11436|$200,000 or more|40
11548|$75,000 under $100,000|40
11957|$75,000 under $100,000|40
11958|$200,000 or more|40
11958|$75,000 under $100,000|40
12007|$1 under $25,000|40
12007|$50,000 under $75,000|40
12008|$1 under $25,000|40
12008|$50,000 under $75,000|40
12017|$100,000 under $200,000|40
12017|$50,000 under $75,000|40
12029|$200,000 or more|40
12035|$100,000 under $200,000|40
12035|$75,000 under $100,000|40
12041|$75,000 under $100,000|40
12042|$50,000 under $75,000|40
12046|$75,000 under $100,000|40
12063|$50,000 under $75,000|40
12064|$50,000 under $75,000|40
12108|$50,000 under $75,000|40
12120|$50,000 under $75,000|40
12121|$200,000 or more|40
12131|$1 under $25,000|40
12136|$200,000 or more|40
12139|$50,000 under $75,000|40
12140|$200,000 or more|40
12157|$200,000 or more|40
12160|$75,000 under $100,000|40
12164|$50,000 under $75,000|40
12165|$1 under $25,000|40
12165|$100,000 under $200,000|40
12165|$25,000 under $50,000|40
12169|$100,000 under $200,000|40
12169|$25,000 under $50,000|40
12176|$50,000 under $75,000|40
12190|$100,000 under $200,000|40
12190|$75,000 under $100,000|40
12206|$200,000 or more|40
12305|$200,000 or more|40
12406|$100,000 under $200,000|40
12411|$100,000 under $200,000|40
12411|$50,000 under $75,000|40
12412|$75,000 under $100,000|40
12418|$100,000 under $200,000|40
12419|$50,000 under $75,000|40
12419|$75,000 under $100,000|40
12421|$100,000 under $200,000|40
12421|$50,000 under $75,000|40
12422|$50,000 under $75,000|40
12424|$1 under $25,000|40
12424|$25,000 under $50,000|40
12427|$25,000 under $50,000|40
12427|$50,000 under $75,000|40
12427|$75,000 under $100,000|40
12428|$200,000 or more|40
12430|$75,000 under $100,000|40
12433|$25,000 under $50,000|40
12435|$1 under $25,000|40
12435|$25,000 under $50,000|40
12444|$1 under $25,000|40
12444|$50,000 under $75,000|40
12448|$1 under $25,000|40
12454|$1 under $25,000|40
12456|$100,000 under $200,000|40
12456|$75,000 under $100,000|40
12457|$50,000 under $75,000|40
12460|$25,000 under $50,000|40
12460|$50,000 under $75,000|40
12461|$200,000 or more|40
12464|$100,000 under $200,000|40
12465|$1 under $25,000|40
12465|$25,000 under $50,000|40
12466|$200,000 or more|40
12468|$75,000 under $100,000|40
12469|$75,000 under $100,000|40
12480|$100,000 under $200,000|40
12482|$50,000 under $75,000|40
12495|$100,000 under $200,000|40
12496|$200,000 or more|40
12501|$200,000 or more|40
12503|$100,000 under $200,000|40
12503|$50,000 under $75,000|40
12513|$200,000 or more|40
12516|$200,000 or more|40
12517|$100,000 under $200,000|40
12517|$50,000 under $75,000|40
12521|$200,000 or more|40
12585|$200,000 or more|40
12585|$75,000 under $100,000|40
12720|$1 under $25,000|40
12725|$25,000 under $50,000|40
12726|$75,000 under $100,000|40
12732|$75,000 under $100,000|40
12738|$1 under $25,000|40
12741|$50,000 under $75,000|40
12743|$50,000 under $75,000|40
12752|$1 under $25,000|40
12752|$50,000 under $75,000|40
12759|$75,000 under $100,000|40
12760|$25,000 under $50,000|40
12762|$50,000 under $75,000|40
12763|$100,000 under $200,000|40
12766|$25,000 under $50,000|40
12766|$50,000 under $75,000|40
12777|$75,000 under $100,000|40
12786|$50,000 under $75,000|40
12787|$100,000 under $200,000|40
12787|$50,000 under $75,000|40
12791|$75,000 under $100,000|40
12792|$100,000 under $200,000|40
12792|$25,000 under $50,000|40
12803|$200,000 or more|40
12808|$1 under $25,000|40
12808|$100,000 under $200,000|40
12808|$50,000 under $75,000|40
12810|$75,000 under $100,000|40
12815|$75,000 under $100,000|40
12816|$200,000 or more|40
12817|$200,000 or more|40
12821|$1 under $25,000|40
12821|$25,000 under $50,000|40
12823|$1 under $25,000|40
12823|$25,000 under $50,000|40
12823|$50,000 under $75,000|40
12836|$50,000 under $75,000|40
12837|$100,000 under $200,000|40
12837|$75,000 under $100,000|40
12843|$100,000 under $200,000|40
12843|$50,000 under $75,000|40
12846|$200,000 or more|40
12847|$75,000 under $100,000|40
12849|$100,000 under $200,000|40
12849|$50,000 under $75,000|40
12852|$100,000 under $200,000|40
12852|$25,000 under $50,000|40
12857|$50,000 under $75,000|40
12861|$50,000 under $75,000|40
12861|$75,000 under $100,000|40
12878|$75,000 under $100,000|40
12883|$200,000 or more|40
12921|$200,000 or more|40
12930|$75,000 under $100,000|40
12934|$100,000 under $200,000|40
12936|$50,000 under $75,000|40
12937|$75,000 under $100,000|40
12943|$100,000 under $200,000|40
12945|$75,000 under $100,000|40
12950|$100,000 under $200,000|40
12950|$75,000 under $100,000|40
12952|$50,000 under $75,000|40
12955|$25,000 under $50,000|40
12955|$75,000 under $100,000|40
12965|$50,000 under $75,000|40
12969|$25,000 under $50,000|40
12978|$50,000 under $75,000|40
12978|$75,000 under $100,000|40
12985|$75,000 under $100,000|40
12998|$50,000 under $75,000|40
13063|$200,000 or more|40
13103|$50,000 under $75,000|40
13118|$200,000 or more|40
13136|$75,000 under $100,000|40
13144|$75,000 under $100,000|40
13166|$200,000 or more|40
13309|$200,000 or more|40
13310|$50,000 under $75,000|40
13314|$75,000 under $100,000|40
13319|$100,000 under $200,000|40
13325|$75,000 under $100,000|40
13331|$1 under $25,000|40
13337|$200,000 or more|40
13337|$75,000 under $100,000|40
13354|$200,000 or more|40
13357|$200,000 or more|40
13361|$50,000 under $75,000|40
13406|$100,000 under $200,000|40
13406|$50,000 under $75,000|40
13420|$200,000 or more|40
13454|$75,000 under $100,000|40
13468|$50,000 under $75,000|40
13473|$100,000 under $200,000|40
13473|$75,000 under $100,000|40
13485|$75,000 under $100,000|40
13486|$75,000 under $100,000|40
13488|$25,000 under $50,000|40
13489|$50,000 under $75,000|40
13489|$75,000 under $100,000|40
13494|$25,000 under $50,000|40
13614|$25,000 under $50,000|40
13616|$100,000 under $200,000|40
13635|$100,000 under $200,000|40
13636|$1 under $25,000|40
13636|$25,000 under $50,000|40
13640|$25,000 under $50,000|40
13640|$50,000 under $75,000|40
13664|$50,000 under $75,000|40
13665|$75,000 under $100,000|40
13672|$75,000 under $100,000|40
13684|$100,000 under $200,000|40
13687|$100,000 under $200,000|40
13687|$50,000 under $75,000|40
13693|$50,000 under $75,000|40
13696|$1 under $25,000|40
13731|$75,000 under $100,000|40
13739|$75,000 under $100,000|40
13740|$25,000 under $50,000|40
13740|$50,000 under $75,000|40
13751|$1 under $25,000|40
13751|$25,000 under $50,000|40
13751|$50,000 under $75,000|40
13752|$100,000 under $200,000|40
13776|$100,000 under $200,000|40
13777|$75,000 under $100,000|40
13786|$25,000 under $50,000|40
13801|$100,000 under $200,000|40
13802|$75,000 under $100,000|40
13811|$200,000 or more|40
13813|$75,000 under $100,000|40
13832|$50,000 under $75,000|40
13833|$200,000 or more|40
13841|$50,000 under $75,000|40
13863|$25,000 under $50,000|40
13863|$50,000 under $75,000|40
14009|$200,000 or more|40
14060|$50,000 under $75,000|40
14082|$75,000 under $100,000|40
14134|$25,000 under $50,000|40
14203|$200,000 or more|40
14215|$200,000 or more|40
14218|$200,000 or more|40
14423|$200,000 or more|40
14432|$200,000 or more|40
14462|$100,000 under $200,000|40
14462|$50,000 under $75,000|40
14462|$75,000 under $100,000|40
14470|$200,000 or more|40
14480|$75,000 under $100,000|40
14536|$75,000 under $100,000|40
14585|$1 under $25,000|40
14590|$200,000 or more|40
14605|$100,000 under $200,000|40
14710|$200,000 or more|40
14721|$1 under $25,000|40
14727|$200,000 or more|40
14729|$100,000 under $200,000|40
14736|$100,000 under $200,000|40
14748|$50,000 under $75,000|40
14753|$75,000 under $100,000|40
14757|$200,000 or more|40
14769|$100,000 under $200,000|40
14777|$50,000 under $75,000|40
14808|$50,000 under $75,000|40
14808|$75,000 under $100,000|40
14815|$75,000 under $100,000|40
14819|$50,000 under $75,000|40
14820|$75,000 under $100,000|40
14822|$100,000 under $200,000|40
14824|$75,000 under $100,000|40
14825|$100,000 under $200,000|40
14825|$75,000 under $100,000|40
14841|$75,000 under $100,000|40
14853|$25,000 under $50,000|40
14872|$50,000 under $75,000|40
14874|$1 under $25,000|40
14874|$25,000 under $50,000|40
14878|$100,000 under $200,000|40
14878|$50,000 under $75,000|40
14878|$75,000 under $100,000|40
14881|$25,000 under $50,000|40
14884|$25,000 under $50,000|40
14891|$200,000 or more|40
14897|$100,000 under $200,000|40
14897|$75,000 under $100,000|40
14901|$200,000 or more|40
10455|$200,000 or more|30
10456|$200,000 or more|30
10459|$200,000 or more|30
10527|$75,000 under $100,000|30
10597|$50,000 under $75,000|30
10975|$100,000 under $200,000|30
10985|$25,000 under $50,000|30
10993|$200,000 or more|30
11765|$50,000 under $75,000|30
11765|$75,000 under $100,000|30
12008|$75,000 under $100,000|30
12042|$100,000 under $200,000|30
12042|$75,000 under $100,000|30
12059|$200,000 or more|30
12063|$75,000 under $100,000|30
12064|$75,000 under $100,000|30
12067|$200,000 or more|30
12070|$200,000 or more|30
12071|$25,000 under $50,000|30
12071|$50,000 under $75,000|30
12071|$75,000 under $100,000|30
12085|$50,000 under $75,000|30
12108|$100,000 under $200,000|30
12108|$75,000 under $100,000|30
12117|$200,000 or more|30
12120|$75,000 under $100,000|30
12122|$200,000 or more|30
12125|$200,000 or more|30
12131|$25,000 under $50,000|30
12131|$75,000 under $100,000|30
12138|$200,000 or more|30
12139|$100,000 under $200,000|30
12143|$200,000 or more|30
12151|$200,000 or more|30
12164|$75,000 under $100,000|30
12165|$200,000 or more|30
12165|$50,000 under $75,000|30
12168|$200,000 or more|30
12169|$50,000 under $75,000|30
12176|$1 under $25,000|30
12176|$100,000 under $200,000|30
12176|$25,000 under $50,000|30
12185|$200,000 or more|30
12187|$75,000 under $100,000|30
12193|$200,000 or more|30
12405|$75,000 under $100,000|30
12407|$75,000 under $100,000|30
12410|$100,000 under $200,000|30
12410|$25,000 under $50,000|30
12410|$50,000 under $75,000|30
12411|$75,000 under $100,000|30
12421|$25,000 under $50,000|30
12422|$25,000 under $50,000|30
12424|$75,000 under $100,000|30
12433|$50,000 under $75,000|30
12434|$75,000 under $100,000|30
12435|$100,000 under $200,000|30
12439|$100,000 under $200,000|30
12444|$100,000 under $200,000|30
12444|$25,000 under $50,000|30
12448|$100,000 under $200,000|30
12448|$50,000 under $75,000|30
12449|$200,000 or more|30
12457|$75,000 under $100,000|30
12470|$100,000 under $200,000|30
12470|$50,000 under $75,000|30
12474|$200,000 or more|30
12481|$200,000 or more|30
12482|$100,000 under $200,000|30
12492|$1 under $25,000|30
12492|$50,000 under $75,000|30
12494|$75,000 under $100,000|30
12495|$50,000 under $75,000|30
12502|$200,000 or more|30
12503|$75,000 under $100,000|30
12548|$200,000 or more|30
12720|$100,000 under $200,000|30
12720|$50,000 under $75,000|30
12723|$200,000 or more|30
12725|$1 under $25,000|30
12733|$50,000 under $75,000|30
12733|$75,000 under $100,000|30
12738|$25,000 under $50,000|30
12740|$200,000 or more|30
12741|$25,000 under $50,000|30
12742|$75,000 under $100,000|30
12743|$100,000 under $200,000|30
12743|$25,000 under $50,000|30
12748|$200,000 or more|30
12751|$100,000 under $200,000|30
12751|$75,000 under $100,000|30
12760|$50,000 under $75,000|30
12762|$100,000 under $200,000|30
12762|$75,000 under $100,000|30
12763|$75,000 under $100,000|30
12764|$200,000 or more|30
12779|$200,000 or more|30
12780|$200,000 or more|30
12786|$75,000 under $100,000|30
12788|$200,000 or more|30
12792|$50,000 under $75,000|30
12808|$25,000 under $50,000|30
12809|$200,000 or more|30
12810|$100,000 under $200,000|30
12819|$75,000 under $100,000|30
12821|$50,000 under $75,000|30
12821|$75,000 under $100,000|30
12823|$100,000 under $200,000|30
12824|$200,000 or more|30
12827|$200,000 or more|30
12832|$200,000 or more|30
12836|$75,000 under $100,000|30
12838|$100,000 under $200,000|30
12838|$75,000 under $100,000|30
12844|$1 under $25,000|30
12844|$100,000 under $200,000|30
12844|$50,000 under $75,000|30
12849|$75,000 under $100,000|30
12851|$75,000 under $100,000|30
12855|$1 under $25,000|30
12855|$25,000 under $50,000|30
12855|$50,000 under $75,000|30
12857|$100,000 under $200,000|30
12857|$75,000 under $100,000|30
12859|$200,000 or more|30
12860|$100,000 under $200,000|30
12860|$75,000 under $100,000|30
12865|$200,000 or more|30
12878|$100,000 under $200,000|30
12885|$200,000 or more|30
12886|$50,000 under $75,000|30
12914|$100,000 under $200,000|30
12914|$75,000 under $100,000|30
12919|$200,000 or more|30
12930|$100,000 under $200,000|30
12936|$75,000 under $100,000|30
12942|$75,000 under $100,000|30
12955|$50,000 under $75,000|30
12961|$1 under $25,000|30
12961|$75,000 under $100,000|30
12965|$75,000 under $100,000|30
12969|$50,000 under $75,000|30
12979|$200,000 or more|30
12987|$50,000 under $75,000|30
12992|$200,000 or more|30
12998|$75,000 under $100,000|30
13026|$200,000 or more|30
13044|$200,000 or more|30
13060|$200,000 or more|30
13072|$100,000 under $200,000|30
13072|$75,000 under $100,000|30
13080|$200,000 or more|30
13103|$25,000 under $50,000|30
13112|$200,000 or more|30
13132|$200,000 or more|30
13136|$50,000 under $75,000|30
13155|$100,000 under $200,000|30
13155|$75,000 under $100,000|30
13167|$200,000 or more|30
13310|$100,000 under $200,000|30
13310|$75,000 under $100,000|30
13314|$50,000 under $75,000|30
13316|$200,000 or more|30
13317|$200,000 or more|30
13319|$75,000 under $100,000|30
13331|$100,000 under $200,000|30
13331|$25,000 under $50,000|30
13331|$50,000 under $75,000|30
13355|$75,000 under $100,000|30
13360|$100,000 under $200,000|30
13361|$100,000 under $200,000|30
13361|$75,000 under $100,000|30
13363|$200,000 or more|30
13437|$50,000 under $75,000|30
13437|$75,000 under $100,000|30
13438|$200,000 or more|30
13439|$200,000 or more|30
13450|$1 under $25,000|30
13450|$25,000 under $50,000|30
13454|$100,000 under $200,000|30
13460|$200,000 or more|30
13464|$100,000 under $200,000|30
13464|$75,000 under $100,000|30
13468|$100,000 under $200,000|30
13476|$200,000 or more|30
13483|$75,000 under $100,000|30
13489|$100,000 under $200,000|30
13491|$200,000 or more|30
13494|$50,000 under $75,000|30
13494|$75,000 under $100,000|30
13605|$200,000 or more|30
13606|$200,000 or more|30
13607|$200,000 or more|30
13614|$50,000 under $75,000|30
13618|$200,000 or more|30
13621|$100,000 under $200,000|30
13621|$75,000 under $100,000|30
13634|$200,000 or more|30
13638|$50,000 under $75,000|30
13640|$75,000 under $100,000|30
13659|$75,000 under $100,000|30
13665|$100,000 under $200,000|30
13670|$25,000 under $50,000|30
13670|$50,000 under $75,000|30
13672|$100,000 under $200,000|30
13681|$100,000 under $200,000|30
13681|$75,000 under $100,000|30
13687|$75,000 under $100,000|30
13690|$75,000 under $100,000|30
13740|$75,000 under $100,000|30
13748|$200,000 or more|30
13750|$75,000 under $100,000|30
13752|$75,000 under $100,000|30
13756|$50,000 under $75,000|30
13756|$75,000 under $100,000|30
13776|$75,000 under $100,000|30
13782|$100,000 under $200,000|30
13782|$75,000 under $100,000|30
13788|$75,000 under $100,000|30
13795|$200,000 or more|30
13801|$75,000 under $100,000|30
13804|$100,000 under $200,000|30
13830|$200,000 or more|30
13841|$100,000 under $200,000|30
13842|$100,000 under $200,000|30
13842|$50,000 under $75,000|30
13844|$100,000 under $200,000|30
13844|$75,000 under $100,000|30
13849|$200,000 or more|30
13856|$200,000 or more|30
13863|$75,000 under $100,000|30
13865|$200,000 or more|30
14011|$200,000 or more|30
14060|$75,000 under $100,000|30
14067|$200,000 or more|30
14070|$200,000 or more|30
14081|$200,000 or more|30
14082|$100,000 under $200,000|30
14105|$200,000 or more|30
14134|$50,000 under $75,000|30
14134|$75,000 under $100,000|30
14136|$200,000 or more|30
14204|$200,000 or more|30
14416|$200,000 or more|30
14433|$200,000 or more|30
14441|$50,000 under $75,000|30
14471|$200,000 or more|30
14478|$200,000 or more|30
14486|$100,000 under $200,000|30
14486|$25,000 under $50,000|30
14489|$200,000 or more|30
14505|$200,000 or more|30
14516|$200,000 or more|30
14521|$200,000 or more|30
14530|$200,000 or more|30
14532|$200,000 or more|30
14536|$100,000 under $200,000|30
14541|$200,000 or more|30
14544|$200,000 or more|30
14548|$200,000 or more|30
14551|$200,000 or more|30
14572|$200,000 or more|30
14585|$75,000 under $100,000|30
14608|$200,000 or more|30
14614|$100,000 under $200,000|30
14614|$200,000 or more|30
14614|$75,000 under $100,000|30
14619|$200,000 or more|30
14714|$25,000 under $50,000|30
14714|$50,000 under $75,000|30
14717|$100,000 under $200,000|30
14721|$25,000 under $50,000|30
14721|$50,000 under $75,000|30
14726|$100,000 under $200,000|30
14726|$75,000 under $100,000|30
14736|$50,000 under $75,000|30
14736|$75,000 under $100,000|30
14753|$100,000 under $200,000|30
14754|$100,000 under $200,000|30
14754|$75,000 under $100,000|30
14769|$75,000 under $100,000|30
14777|$100,000 under $200,000|30
14777|$75,000 under $100,000|30
14779|$200,000 or more|30
14784|$100,000 under $200,000|30
14784|$75,000 under $100,000|30
14787|$200,000 or more|30
14802|$75,000 under $100,000|30
14816|$75,000 under $100,000|30
14818|$200,000 or more|30
14819|$75,000 under $100,000|30
14824|$100,000 under $200,000|30
14837|$200,000 or more|30
14839|$100,000 under $200,000|30
14839|$75,000 under $100,000|30
14842|$75,000 under $100,000|30
14846|$100,000 under $200,000|30
14846|$75,000 under $100,000|30
14847|$200,000 or more|30
14855|$100,000 under $200,000|30
14867|$200,000 or more|30
14877|$75,000 under $100,000|30
14881|$1 under $25,000|30
14881|$50,000 under $75,000|30
14881|$75,000 under $100,000|30
14883|$200,000 or more|30
14904|$200,000 or more|30
10535|$200,000 or more|20
10597|$75,000 under $100,000|20
12007|$100,000 under $200,000|20
12062|$200,000 or more|20
12063|$200,000 or more|20
12066|$200,000 or more|20
12085|$75,000 under $100,000|20
12094|$200,000 or more|20
12137|$200,000 or more|20
12153|$200,000 or more|20
12156|$200,000 or more|20
12165|$75,000 under $100,000|20
12169|$75,000 under $100,000|20
12173|$200,000 or more|20
12406|$75,000 under $100,000|20
12422|$100,000 under $200,000|20
12433|$75,000 under $100,000|20
12434|$100,000 under $200,000|20
12439|$75,000 under $100,000|20
12448|$25,000 under $50,000|20
12454|$100,000 under $200,000|20
12454|$25,000 under $50,000|20
12454|$50,000 under $75,000|20
12460|$100,000 under $200,000|20
12463|$200,000 or more|20
12464|$200,000 or more|20
12465|$75,000 under $100,000|20
12470|$75,000 under $100,000|20
12480|$75,000 under $100,000|20
12482|$75,000 under $100,000|20
12486|$200,000 or more|20
12492|$100,000 under $200,000|20
12492|$25,000 under $50,000|20
12495|$75,000 under $100,000|20
12503|$200,000 or more|20
12523|$200,000 or more|20
12592|$200,000 or more|20
12725|$100,000 under $200,000|20
12725|$50,000 under $75,000|20
12725|$75,000 under $100,000|20
12737|$200,000 or more|20
12738|$50,000 under $75,000|20
12738|$75,000 under $100,000|20
